year,event_time,post,occ_code,occ_title,tot_emp,a_mean,h_mean,wage_bill,log_wage,log_emp,log_wbill,annual_only,suppressed_wage,soc_remapped,balanced,dv_alpha,dv_beta,dv_gamma,human_alpha,human_beta,human_gamma,n_onet,prefix5,exposure_imputed,exposure_residual
2022,0,0,49-2098,Security and Fire Alarm Systems Installers,80720.0,54280.0,26.1,4381481600.0,10.901911113948806,11.29874165502749,22.200652768976298,0,False,0,1,0.0666666666666666,0.1666666666666666,0.2666666666666666,0.1,0.1833333333333333,0.2666666666666666,1.0,49-20,0,0
2023,1,1,49-2098,Security and Fire Alarm Systems Installers,83540.0,57400.0,27.59,4795196000.0,10.957799582307658,11.333080838051169,22.290880420358825,0,False,0,1,0.0666666666666666,0.1666666666666666,0.2666666666666666,0.1,0.1833333333333333,0.2666666666666666,1.0,49-20,0,0
2024,2,1,49-2098,Security and Fire Alarm Systems Installers,81510.0,60040.0,28.87,4893860400.0,11.002766285747398,11.308480991088503,22.3112472768359,0,False,0,1,0.0666666666666666,0.1666666666666666,0.2666666666666666,0.1,0.1833333333333333,0.2666666666666666,1.0,49-20,0,0
2019,-3,0,49-3011,Aircraft Mechanics and Service Technicians,133310.0,67110.0,32.27,8946434100.0,11.114088343152284,11.800432522107725,22.91452086526001,0,False,0,1,0.0895522388059701,0.1343283582089552,0.1791044776119403,0.0149253731343283,0.0597014925373134,0.1044776119402985,1.0,49-30,0,0
2020,-2,0,49-3011,Aircraft Mechanics and Service Technicians,128300.0,69040.0,33.19,8857832000.0,11.142441325757307,11.762126550603728,22.90456787636104,0,False,0,1,0.0895522388059701,0.1343283582089552,0.1791044776119403,0.0149253731343283,0.0597014925373134,0.1044776119402985,1.0,49-30,0,0
2021,-1,0,49-3011,Aircraft Mechanics and Service Technicians,125440.0,69470.0,33.4,8714316800.0,11.148650283686926,11.739582835584237,22.88823311927116,0,False,0,1,0.0895522388059701,0.1343283582089552,0.1791044776119403,0.0149253731343283,0.0597014925373134,0.1044776119402985,1.0,49-30,0,0
2022,0,0,49-3011,Aircraft Mechanics and Service Technicians,134070.0,72640.0,34.92,9738844800.0,11.193271013275174,11.806117330595606,22.99938834387078,0,False,0,1,0.0895522388059701,0.1343283582089552,0.1791044776119403,0.0149253731343283,0.0597014925373134,0.1044776119402985,1.0,49-30,0,0
2023,1,1,49-3011,Aircraft Mechanics and Service Technicians,137630.0,76260.0,36.66,10495663800.0,11.241903833411556,11.832324203973576,23.074228037385133,0,False,0,1,0.0895522388059701,0.1343283582089552,0.1791044776119403,0.0149253731343283,0.0597014925373134,0.1044776119402985,1.0,49-30,0,0
2024,2,1,49-3011,Aircraft Mechanics and Service Technicians,136390.0,80780.0,38.84,11017584200.0,11.299484689117405,11.82327370792092,23.122758397038325,0,False,0,1,0.0895522388059701,0.1343283582089552,0.1791044776119403,0.0149253731343283,0.0597014925373134,0.1044776119402985,1.0,49-30,0,0
2019,-3,0,49-3021,Automotive Body and Related Repairers,144180.0,47390.0,22.79,6832690200.0,10.766166514961634,11.87881779795857,22.644984312920204,0,False,0,1,0.0,0.0425531914893617,0.0851063829787234,0.0212765957446808,0.0425531914893617,0.0638297872340425,1.0,49-30,0,0
2020,-2,0,49-3021,Automotive Body and Related Repairers,137120.0,49430.0,23.77,6777841600.0,10.808312806301004,11.828611733831607,22.63692454013261,0,False,0,1,0.0,0.0425531914893617,0.0851063829787234,0.0212765957446808,0.0425531914893617,0.0638297872340425,1.0,49-30,0,0
2021,-1,0,49-3021,Automotive Body and Related Repairers,137300.0,50660.0,24.36,6955618000.0,10.832891923555666,11.829923591756062,22.662815515311728,0,False,0,1,0.0,0.0425531914893617,0.0851063829787234,0.0212765957446808,0.0425531914893617,0.0638297872340425,1.0,49-30,0,0
2022,0,0,49-3021,Automotive Body and Related Repairers,138760.0,53220.0,25.59,7384807200.0,10.88218954453168,11.840501101083683,22.72269064561537,0,False,0,1,0.0,0.0425531914893617,0.0851063829787234,0.0212765957446808,0.0425531914893617,0.0638297872340425,1.0,49-30,0,0
2023,1,1,49-3021,Automotive Body and Related Repairers,151910.0,55220.0,26.55,8388470200.0,10.919080485484145,11.931043519201708,22.850124004685853,0,False,0,1,0.0,0.0425531914893617,0.0851063829787234,0.0212765957446808,0.0425531914893617,0.0638297872340425,1.0,49-30,0,0
2024,2,1,49-3021,Automotive Body and Related Repairers,155220.0,58830.0,28.28,9131592600.0,10.982407207858502,11.95259874440813,22.935005952266632,0,False,0,1,0.0,0.0425531914893617,0.0851063829787234,0.0212765957446808,0.0425531914893617,0.0638297872340425,1.0,49-30,0,0
2019,-3,0,49-3022,Automotive Glass Installers and Repairers,19410.0,37440.0,18.0,726710400.0,10.530494930591528,9.873543676163056,20.404038606754582,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2020,-2,0,49-3022,Automotive Glass Installers and Repairers,18490.0,39660.0,19.07,733313400.0,10.588098402073786,9.82498532438117,20.413083726454957,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2021,-1,0,49-3022,Automotive Glass Installers and Repairers,16230.0,40690.0,19.56,660398700.0,10.613737640995735,9.694616660508636,20.308354301504373,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2022,0,0,49-3022,Automotive Glass Installers and Repairers,17370.0,43900.0,21.11,762543000.0,10.689669599063263,9.76249985923515,20.452169458298417,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2023,1,1,49-3022,Automotive Glass Installers and Repairers,16890.0,46010.0,22.12,777108900.0,10.736614043149514,9.734477009801846,20.47109105295136,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2024,2,1,49-3022,Automotive Glass Installers and Repairers,18940.0,49580.0,23.84,939045200.0,10.81134280558918,9.84903136674007,20.660374172329252,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2019,-3,0,49-3023,Automotive Service Technicians and Mechanics,655330.0,44890.0,21.58,29417763700.0,10.711970331775978,13.392894204538214,24.104864536314192,0,False,0,1,0.0363636363636363,0.0818181818181818,0.1272727272727272,0.0363636363636363,0.0727272727272727,0.109090909090909,1.0,49-30,0,0
2020,-2,0,49-3023,Automotive Service Technicians and Mechanics,620110.0,46760.0,22.48,28996343600.0,10.752783415586006,13.33765216063916,24.090435576225165,0,False,0,1,0.0363636363636363,0.0818181818181818,0.1272727272727272,0.0363636363636363,0.0727272727272727,0.109090909090909,1.0,49-30,0,0
2021,-1,0,49-3023,Automotive Service Technicians and Mechanics,629780.0,47990.0,23.07,30223142200.0,10.77874793485229,13.353125831031774,24.131873765884063,0,False,0,1,0.0363636363636363,0.0818181818181818,0.1272727272727272,0.0363636363636363,0.0727272727272727,0.109090909090909,1.0,49-30,0,0
2022,0,0,49-3023,Automotive Service Technicians and Mechanics,664070.0,49690.0,23.89,32997638300.0,10.813558984596366,13.406142844588842,24.219701829185208,0,False,0,1,0.0363636363636363,0.0818181818181818,0.1272727272727272,0.0363636363636363,0.0727272727272727,0.109090909090909,1.0,49-30,0,0
2023,1,1,49-3023,Automotive Service Technicians and Mechanics,676570.0,51940.0,24.97,35141045800.0,10.85784448521674,13.42479119500195,24.28263568021869,0,False,0,1,0.0363636363636363,0.0818181818181818,0.1272727272727272,0.0363636363636363,0.0727272727272727,0.109090909090909,1.0,49-30,0,0
2024,2,1,49-3023,Automotive Service Technicians and Mechanics,688840.0,55260.0,26.57,38065298400.0,10.919804598477407,13.442764302418835,24.36256890089624,0,False,0,1,0.0363636363636363,0.0818181818181818,0.1272727272727272,0.0363636363636363,0.0727272727272727,0.109090909090909,1.0,49-30,0,0
2019,-3,0,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,266330.0,50360.0,24.21,13412378800.0,10.826952488158284,12.492491420357425,23.31944390851571,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2020,-2,0,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,253010.0,52090.0,25.04,13179290900.0,10.860728270739235,12.441184292620235,23.301912563359476,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2021,-1,0,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,261420.0,53020.0,25.49,13860488400.0,10.878424479843016,12.473883588339543,23.35230806818256,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2022,0,0,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,271720.0,56140.0,26.99,15254360800.0,10.935603849915871,12.512527403305238,23.448131253221113,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2023,1,1,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,285030.0,59920.0,28.81,17078997600.0,11.0007656181911,12.560349716868904,23.56111533506001,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2024,2,1,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,287230.0,62480.0,30.04,17946130400.0,11.042601784513568,12.568038567525484,23.610640352039052,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2019,-3,0,49-3041,Farm Equipment Mechanics and Service Technicians,36290.0,43630.0,20.97,1583332700.0,10.683500266117656,10.499297500207115,21.18279776632477,0,False,0,1,0.1153846153846153,0.1153846153846153,0.1153846153846153,0.1538461538461538,0.173076923076923,0.1923076923076923,1.0,49-30,0,0
2020,-2,0,49-3041,Farm Equipment Mechanics and Service Technicians,35720.0,45350.0,21.81,1619902000.0,10.722165455543283,10.483466034990435,21.20563149053372,0,False,0,1,0.1153846153846153,0.1153846153846153,0.1153846153846153,0.1538461538461538,0.173076923076923,0.1923076923076923,1.0,49-30,0,0
2021,-1,0,49-3041,Farm Equipment Mechanics and Service Technicians,35030.0,47250.0,22.71,1655167500.0,10.763207932921889,10.463960116191531,21.22716804911342,0,False,0,1,0.1153846153846153,0.1153846153846153,0.1153846153846153,0.1538461538461538,0.173076923076923,0.1923076923076923,1.0,49-30,0,0
2022,0,0,49-3041,Farm Equipment Mechanics and Service Technicians,35280.0,49930.0,24.0,1761530400.0,10.818377303494657,10.471071510120728,21.289448813615383,0,False,0,1,0.1153846153846153,0.1153846153846153,0.1153846153846153,0.1538461538461538,0.173076923076923,0.1923076923076923,1.0,49-30,0,0
2023,1,1,49-3041,Farm Equipment Mechanics and Service Technicians,36830.0,52120.0,25.06,1919579600.0,10.86130403123878,10.51406800943911,21.37537204067789,0,False,0,1,0.1153846153846153,0.1153846153846153,0.1153846153846153,0.1538461538461538,0.173076923076923,0.1923076923076923,1.0,49-30,0,0
2024,2,1,49-3041,Farm Equipment Mechanics and Service Technicians,36880.0,55290.0,26.58,2039095200.0,10.92034733933198,10.51542467767053,21.43577201700251,0,False,0,1,0.1153846153846153,0.1153846153846153,0.1153846153846153,0.1538461538461538,0.173076923076923,0.1923076923076923,1.0,49-30,0,0
2019,-3,0,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",147800.0,54840.0,26.36,8105352000.0,10.91217513367625,11.90361528749624,22.81579042117249,0,False,0,1,0.05,0.1,0.15,0.05,0.125,0.2,1.0,49-30,0,0
2020,-2,0,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",147680.0,57000.0,27.4,8417760000.0,10.950806546816688,11.90280304973668,22.853609596553365,0,False,0,1,0.05,0.1,0.15,0.05,0.125,0.2,1.0,49-30,0,0
2021,-1,0,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",145230.0,57280.0,27.54,8318774400.0,10.955706801634529,11.88607397160185,22.841780773236376,0,False,0,1,0.05,0.1,0.15,0.05,0.125,0.2,1.0,49-30,0,0
2022,0,0,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",158350.0,59560.0,28.64,9431326000.0,10.994739486797943,11.972563051966786,22.96730253876473,0,False,0,1,0.05,0.1,0.15,0.05,0.125,0.2,1.0,49-30,0,0
2023,1,1,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",177280.0,64340.0,30.93,11406195200.0,11.071936800793017,12.085485682541057,23.157422483334074,0,False,0,1,0.05,0.1,0.15,0.05,0.125,0.2,1.0,49-30,0,0
2024,2,1,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",180270.0,67580.0,32.49,12182646600.0,11.12106736026828,12.102211005996084,23.223278366264363,0,False,0,1,0.05,0.1,0.15,0.05,0.125,0.2,1.0,49-30,0,0
2019,-3,0,49-3043,Rail Car Repairers,25930.0,56810.0,27.31,1473083300.0,10.947467645551171,10.16315587853271,21.110623524083884,0,False,0,1,0.064516129032258,0.0967741935483871,0.1290322580645161,0.064516129032258,0.064516129032258,0.064516129032258,1.0,49-30,0,0
2020,-2,0,49-3043,Rail Car Repairers,22310.0,58250.0,28.01,1299557500.0,10.972499371427949,10.012790287426578,20.985289658854526,0,False,0,1,0.064516129032258,0.0967741935483871,0.1290322580645161,0.064516129032258,0.064516129032258,0.064516129032258,1.0,49-30,0,0
2021,-1,0,49-3043,Rail Car Repairers,22800.0,60400.0,29.04,1377120000.0,11.008744383922906,10.034515814942532,21.04326019886544,0,False,0,1,0.064516129032258,0.0967741935483871,0.1290322580645161,0.064516129032258,0.064516129032258,0.064516129032258,1.0,49-30,0,0
2022,0,0,49-3043,Rail Car Repairers,19830.0,61960.0,29.79,1228666800.0,11.034244294530804,9.89495122151384,20.929195516044647,0,False,0,1,0.064516129032258,0.0967741935483871,0.1290322580645161,0.064516129032258,0.064516129032258,0.064516129032258,1.0,49-30,0,0
2023,1,1,49-3043,Rail Car Repairers,19480.0,65690.0,31.58,1279641200.0,11.09270198588652,9.877143577196524,20.969845563083044,0,False,0,1,0.064516129032258,0.0967741935483871,0.1290322580645161,0.064516129032258,0.064516129032258,0.064516129032258,1.0,49-30,0,0
2024,2,1,49-3043,Rail Car Repairers,18300.0,67610.0,32.5,1237263000.0,11.121511180084724,9.814656338829511,20.936167518914235,0,False,0,1,0.064516129032258,0.0967741935483871,0.1290322580645161,0.064516129032258,0.064516129032258,0.064516129032258,1.0,49-30,0,0
2019,-3,0,49-3051,Motorboat Mechanics and Service Technicians,22940.0,43440.0,20.89,996513600.0,10.679135954607816,10.04063739068336,20.719773345291177,0,False,0,1,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0384615384615384,0.0769230769230769,1.0,49-30,0,0
2020,-2,0,49-3051,Motorboat Mechanics and Service Technicians,20440.0,45490.0,21.87,929815600.0,10.72524780056405,9.92524904431764,20.65049684488169,0,False,0,1,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0384615384615384,0.0769230769230769,1.0,49-30,0,0
2021,-1,0,49-3051,Motorboat Mechanics and Service Technicians,23080.0,46660.0,22.43,1076912800.0,10.75064254557542,10.046721720622037,20.797364266197455,0,False,0,1,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0384615384615384,0.0769230769230769,1.0,49-30,0,0
2022,0,0,49-3051,Motorboat Mechanics and Service Technicians,24920.0,50280.0,24.17,1252977600.0,10.825362662704183,10.123425972901387,20.948788635605577,0,False,0,1,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0384615384615384,0.0769230769230769,1.0,49-30,0,0
2023,1,1,49-3051,Motorboat Mechanics and Service Technicians,23230.0,52620.0,25.3,1222362600.0,10.870851554594283,10.053199825764455,20.924051380358737,0,False,0,1,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0384615384615384,0.0769230769230769,1.0,49-30,0,0
2024,2,1,49-3051,Motorboat Mechanics and Service Technicians,24250.0,56450.0,27.14,1368912500.0,10.941110569577807,10.096171896365629,21.03728246594344,0,False,0,1,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0384615384615384,0.0769230769230769,1.0,49-30,0,0
2019,-3,0,49-3052,Motorcycle Mechanics,15590.0,39970.0,19.22,623132300.0,10.59588445170537,9.654384962051822,20.25026941375719,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2020,-2,0,49-3052,Motorcycle Mechanics,13490.0,40390.0,19.42,544861100.0,10.60633750855746,9.509703949201802,20.11604145775926,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2021,-1,0,49-3052,Motorcycle Mechanics,15020.0,41970.0,20.18,630389400.0,10.644710356327636,9.617137925318126,20.26184828164576,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2022,0,0,49-3052,Motorcycle Mechanics,14700.0,44740.0,21.51,657678000.0,10.70862323504412,9.595602772766828,20.30422600781095,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2023,1,1,49-3052,Motorcycle Mechanics,14330.0,47960.0,23.06,687266800.0,10.77812260914145,9.570110520822215,20.348233129963667,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2024,2,1,49-3052,Motorcycle Mechanics,14010.0,49650.0,23.87,695596500.0,10.812753669473318,9.547526639331052,20.36028030880437,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49-30,0,0
2019,-3,0,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,32160.0,37670.0,18.11,1211467200.0,10.536619300686088,10.378478723292902,20.915098023978988,0,False,0,1,0.1428571428571428,0.1785714285714285,0.2142857142857142,0.0714285714285714,0.1071428571428571,0.1428571428571428,1.0,49-30,0,0
2020,-2,0,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,31500.0,39090.0,18.79,1231335000.0,10.573621958787,10.357742824813725,20.931364783600724,0,False,0,1,0.1428571428571428,0.1785714285714285,0.2142857142857142,0.0714285714285714,0.1071428571428571,0.1428571428571428,1.0,49-30,0,0
2021,-1,0,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,34700.0,40360.0,19.41,1400492000.0,10.605594474467546,10.45449496593495,21.060089440402496,0,False,0,1,0.1428571428571428,0.1785714285714285,0.2142857142857142,0.0714285714285714,0.1071428571428571,0.1428571428571428,1.0,49-30,0,0
2022,0,0,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,35570.0,42590.0,20.48,1514926300.0,10.65937476291726,10.4792578649425,21.13863262785976,0,False,0,1,0.1428571428571428,0.1785714285714285,0.2142857142857142,0.0714285714285714,0.1071428571428571,0.1428571428571428,1.0,49-30,0,0
2023,1,1,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,36080.0,45180.0,21.72,1630094400.0,10.718409790021994,10.49349397417656,21.211903764198553,0,False,0,1,0.1428571428571428,0.1785714285714285,0.2142857142857142,0.0714285714285714,0.1071428571428571,0.1428571428571428,1.0,49-30,0,0
2024,2,1,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,34240.0,48200.0,23.18,1650368000.0,10.783114300038692,10.44114983025568,21.22426413029437,0,False,0,1,0.1428571428571428,0.1785714285714285,0.2142857142857142,0.0714285714285714,0.1071428571428571,0.1428571428571428,1.0,49-30,0,0
2019,-3,0,49-3091,Bicycle Repairers,13190.0,31360.0,15.07,413638400.0,10.353288474464344,9.48721424571136,19.840502720175703,0,False,0,1,0.0,0.1034482758620689,0.2068965517241379,0.0689655172413793,0.0689655172413793,0.0689655172413793,1.0,49-30,0,0
2020,-2,0,49-3091,Bicycle Repairers,11290.0,33530.0,16.12,378553700.0,10.420195839460272,9.331672657143708,19.751868496603983,0,False,0,1,0.0,0.1034482758620689,0.2068965517241379,0.0689655172413793,0.0689655172413793,0.0689655172413793,1.0,49-30,0,0
2021,-1,0,49-3091,Bicycle Repairers,14760.0,34360.0,16.52,507153600.0,10.444648376098192,9.599676098154465,20.044324474252655,0,False,0,1,0.0,0.1034482758620689,0.2068965517241379,0.0689655172413793,0.0689655172413793,0.0689655172413793,1.0,49-30,0,0
2022,0,0,49-3091,Bicycle Repairers,13760.0,36770.0,17.68,505955200.0,10.512437574295316,9.529521111487334,20.041958685782653,0,False,0,1,0.0,0.1034482758620689,0.2068965517241379,0.0689655172413793,0.0689655172413793,0.0689655172413793,1.0,49-30,0,0
2023,1,1,49-3091,Bicycle Repairers,13980.0,39360.0,18.92,550252800.0,10.58050535116619,9.5453830157878,20.12588836695399,0,False,0,1,0.0,0.1034482758620689,0.2068965517241379,0.0689655172413793,0.0689655172413793,0.0689655172413793,1.0,49-30,0,0
